set;path;label;xmin;ymin;xmax;ymax
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_11960.jpg;car;1565267728;1958381596;2568017366;2300723938
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_11980.jpg;car;5478437048;1948600386;1457655572;2344739382
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_12000.jpg;car;0;1963272201;5038205499;2276270914
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_12040.jpg;car;6422489146;1787210425;676;2139333977
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_12100.jpg;car;4402315485;1767648005;5214298119;2168677606
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_12060.jpg;car;5952908828;1801882239;6505643994;2154005792
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_12080.jpg;car;5351259045;1767648005;5913777135;2149115187
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_12120.jpg;car;3340868307;178231982;4284920405;2237146075
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_12140.jpg;car;2093545586;1845897683;3174558611;2251817889
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_12140.jpg;car;5923560058;1694288932;6417597685;2105099743
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_12160.jpg;car;9342691751;1865460103;2039739508;2310505148
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_12160.jpg;car;5375716353;1738304376;581105644;2051303089
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_12160.jpg;car;6407814761;1689398327;676;2227364865
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_12180.jpg;car;586975398;1865460103;9049204052;2315395753
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_12180.jpg;car;4827872648;1748085586;518984081;2046412484
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_12180.jpg;car;5556700434;1713851351;6143675832;2217583655
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_12200.jpg;car;4319160637;1767648005;4651780029;201217825
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_12200.jpg;car;4730043415;1728523166;5184949349;2251817889
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_12220.jpg;car;3986541245;179210103;4470795948;2183349421
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_12240.jpg;car;5874645441;1723632561;676;2207802445
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_12240.jpg;car;3340868307;1850788288;388382055;2129552767
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_12260.jpg;car;4857221418;1875241313;6676845152;2359411197
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_12260.jpg;car;2827264834;1841007079;3213690304;2173568211
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_12280.jpg;car;3272387844;1938819176;5023531114;2506129344
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_12280.jpg;car;2294095514;1870350708;2719652677;2129552767
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_12300.jpg;car;1922344428;1899694337;2210940666;2090427928
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_12300.jpg;car;1682662808;2041521879;3272387844;2530582368
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_12300.jpg;car;3864254703;1855678893;5542026049;2305614543
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_12300.jpg;car;4157742402;1694288932;586975398;2545254183
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_12320.jpg;car;2739218524;2080646718;1800057887;2491457529
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_12320.jpg;car;1389175109;1968162806;2250072359;2334958172
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_12320.jpg;car;2367467438;1826335264;4045238784;2525691763
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_12340.jpg;car;0;2070865508;6065412446;2530582368
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_12340.jpg;car;5478437048;1938819176;1169059334;2408317246
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_12340.jpg;car;9538350217;1777429215;240170767;2599050837
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_12360.jpg;car;0;1870350708;1149493488;2491457529
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_12360.jpg;car;8070911722;1919256757;1736468886;2457223295
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_12380.jpg;car;293487699;1855678893;1051664255;2359411197
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_12480.jpg;car;2250072359;1664945302;3096295224;3039205277
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_13580.jpg;car;43876411;1806772844;477406657;2075756113
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_13620.jpg;car;2479971056;1860569498;4348509407;2618613256
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_13640.jpg;car;3272387844;179210103;3590332851;2134443372
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_13640.jpg;car;0;1953490991;1301128799;2520801158
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_13660.jpg;car;2920202605;1801882239;3169667149;2075756113
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_13660.jpg;car;5708335745;1760617761;676;2393645431
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_13680.jpg;car;2602257598;1836116474;2793024602;2021959459
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_13680.jpg;car;207397974;1953490991;3888712012;2530582368
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_13680.jpg;car;4754500724;1738304376;6202373372;2217583655
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_13700.jpg;car;0;1943709781;8168740955;24621139
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_13700.jpg;car;2191374819;1816554054;2558234443;2100209138
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_13700.jpg;car;2514211288;179210103;3741968162;2398536036
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_13700.jpg;car;379577424;1755727156;5444196816;2476785714
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_13720.jpg;car;3815340087;1933928571;180984081;2501238739
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_13720.jpg;car;1892995658;1836116474;228431259;2085537323
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_13720.jpg;car;5933342981;1679617117;676;2364301802
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_13740.jpg;car;2323444284;1748085586;4236005789;2525691763
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_13740.jpg;car;1550593343;1850788288;1961476122;2090427928
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_13760.jpg;car;1276671491;1841007079;1638639653;2124662162
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_13760.jpg;car;0;1882882883;9978581766;2413207851
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_13760.jpg;car;6148567294;1586695624;676;2149115187
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_13780.jpg;car;9831837916;1885022523;1408740955;2056193694
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_13780.jpg;car;400121563;1483992921;5615397974;2354520592
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_13800.jpg;car;1628856729;1601367439;3150101302;2295833333
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_13800.jpg;car;5542026049;17627574;676;2383864221
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_13840.jpg;car;1814732272;1855678893;2969117221;2354520592
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_13840.jpg;car;0;1958381596;5184949349;2388754826
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_13820.jpg;car;586975398;1660054698;1183733719;2305614543
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_13820.jpg;car;1741360347;1845897683;346804631;2530582368
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_13820.jpg;car;432894356;1767648005;5419739508;2315395753
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_13860.jpg;car;391316932;1855678893;10076411;2286052124
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_13860.jpg;car;4348509407;1845897683;6001823444;2471895109
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_13860.jpg;car;6094761216;1736164736;676;2163787001
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_13900.jpg;car;1418523878;1826335264;2538668596;2310505148
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_13880.jpg;car;6407814761;1914366152;2162026049;2467004505
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_13880.jpg;car;3922952243;1738304376;5126251809;2266489704
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_13920.jpg;car;0;1889913127;6896960926;2290942728
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_14140.jpg;car;343869754;1821444659;6163241679;2858252896
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_14160.jpg;car;0;1948600386;1619073806;2799565637
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_14360.jpg;car;3874037627;1679617117;5077337192;2281161519
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_14340.jpg;car;6221939219;1689398327;676;2144224582
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_14380.jpg;car;1320694645;1850788288;2440839363;2325176963
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_14400.jpg;car;0;1909475547;5527351664;2281161519
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_14460.jpg;car;3717510854;177253861;4867004342;2261599099
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_14440.jpg;car;5835513748;1708960746;676;2134443372
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_14480.jpg;car;1526136035;1904584942;2528885673;2295833333
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_14500.jpg;car;0;1919256757;8853545586;2290942728
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_15000.jpg;car;5150709117;1743194981;676;2388754826
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_15020.jpg;car;1834298119;1885022523;3605007236;2584379022
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_15040.jpg;car;0;1948600386;8560057887;2491457529
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_16000.jpg;car;4074587554;1865460103;495015919;2344739382
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_16020.jpg;car;2440839363;1933928571;3389782923;2378973616
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_16040.jpg;car;10076411;1880131918;1932127352;2388754826
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_16060.jpg;car;0;1948600386;7288277858;2339848777
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_16100.jpg;car;6006714906;178231982;676;2315395753
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_16120.jpg;car;4519710564;1816554054;5815947902;2286052124
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_16140.jpg;car;2871287988;1885022523;4133285094;2337709138
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_16160.jpg;car;1315803184;1924147362;246040521;2383864221
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_16180.jpg;car;97829233;1943709781;1120144718;2339848777
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_16280.jpg;car;5943125904;1728523166;6711085384;2149115187
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_16320.jpg;car;4480578871;1796991634;4979507959;2158896396
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_16300.jpg;car;5131143271;17627574;5845296671;2173568211
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_16400.jpg;car;2435947902;1899694337;2714761216;2105099743
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_16420.jpg;car;207397974;1909475547;2377250362;2129552767
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_16500.jpg;car;2323444284;1933928571;3903386397;2540363578
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_16660.jpg;car;4147959479;1855678893;5972474674;2467004505
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_16680.jpg;car;6065412446;1968162806;2127785818;2515910553
TRAIN;C:\Users\emila\Documents\Diplomingeniør lokal\GitHubDesktop\Afgangsprojekt\Python\Car_Object_Detection\data\training_images\vid_4_16700.jpg;car;4407206946;1767648005;613878437;2447442085
